,CIK,FILING_DATE,ACC_NUM
731,69733,20031110,0000950123-03-012387
732,69891,20030311,0000950144-03-002942
733,69891,20030916,0000950144-03-010860
734,69891,20031216,0000950144-03-013736
735,70145,20030211,0000070145-03-000010
736,70145,20030515,0000070145-03-000033
737,70145,20030814,0000070145-03-000064
738,70318,20030113,0001047469-03-001107
739,70318,20030414,0001104659-03-006362
740,70318,20031110,0001104659-03-025358
741,70487,20030515,0000897069-03-000591
742,70487,20030814,0000897069-03-000911
743,70487,20031114,0000897069-03-001432
744,70502,20030113,0000070502-03-000001
745,70502,20030414,0000950133-03-001315
746,70502,20031014,0000070502-03-000091
747,70858,20030513,0000950168-03-001689
748,70858,20031110,0001193125-03-076385
749,70866,20030512,0001021408-03-007510
750,70866,20030814,0001193125-03-037697
751,71557,20030512,0000897101-03-000412
752,71557,20030812,0000897101-03-000959
753,71691,20030512,0000950136-03-001169
754,71691,20030812,0000950136-03-001990
755,71829,20030512,0000950134-03-007517
756,71829,20031112,0000950134-03-014819
757,72162,20030509,0000072162-03-000007
758,72162,20031112,0000072162-03-000033
759,72205,20030318,0000897069-03-000330
760,72205,20030617,0000897069-03-000659
761,72205,20030916,0000897069-03-001047
762,72331,20030317,0000950152-03-002955
763,72331,20030616,0000950152-03-006158
764,72331,20030915,0000950152-03-008255
765,72333,20030609,0000072333-03-000122
766,72333,20030909,0000072333-03-000166
767,72333,20031208,0000072333-03-000219
768,72444,20030428,0000950144-03-005631
769,72444,20031027,0000950144-03-011806
770,72573,20030612,0000950123-03-007019
771,72573,20030915,0000950123-03-010415
772,72573,20031215,0000950123-03-013806
773,72633,20030313,0000072633-03-000003
774,72633,20030612,0000072633-03-000005
775,72903,20030515,0000950134-03-008228
776,72903,20030815,0000950134-03-011964
777,72903,20031113,0000950134-03-015235
778,72971,20030508,0001047469-03-017544
779,72971,20030808,0000950149-03-001850
780,72971,20031107,0000950149-03-002581
781,73124,20030505,0000950131-03-002578
782,73124,20031031,0001193125-03-070742
783,73309,20030507,0001021408-03-007167
784,73309,20030807,0001193125-03-030866
785,73309,20031105,0001193125-03-073399
786,73756,20030514,0001193125-03-005218
787,73756,20030813,0000950129-03-004105
788,73756,20031113,0001193125-03-079435
789,74046,20030314,0000074046-03-000009
790,74046,20030612,0000074046-03-000021
791,74046,20031211,0000074046-03-000032
792,74208,20030512,0000916641-03-001434
793,74208,20030813,0001193125-03-035692
794,74208,20031112,0001193125-03-077984
795,74260,20030508,0000074260-03-000044
796,74260,20030808,0000074260-03-000072
797,74260,20031112,0000074260-03-000087
798,74303,20030513,0001193125-03-004560
799,74303,20030814,0001193125-03-037453
800,74303,20031112,0001193125-03-078230
801,75208,20030513,0001169232-03-003627
802,75252,20030513,0000916641-03-001475
803,75252,20030813,0001193125-03-036145
804,75252,20031113,0001193125-03-080048
805,75288,20030110,0000075288-03-000002
806,75288,20031014,0000075288-03-000017
807,75340,20030514,0001104659-03-009876
808,75340,20030813,0001104659-03-018049
809,75340,20031113,0001104659-03-026177
810,75362,20030512,0001104659-03-009030
811,75362,20031107,0001104659-03-025115
812,75594,20030205,0000075594-03-000004
813,75594,20030729,0000075594-03-000014
814,75594,20031107,0000075594-03-000027
815,75677,20030514,0001047469-03-018495
816,75677,20030813,0001047469-03-027375
817,75677,20031114,0001047469-03-037465
818,76267,20030113,0000076267-03-000001
819,76267,20030715,0000076267-03-000009
820,76267,20031014,0000076267-03-000028
821,76282,20030514,0000950152-03-005447
822,76282,20030813,0000950152-03-007644
823,76282,20031113,0000950152-03-009695
824,76321,20030514,0000950129-03-002733
825,76321,20030814,0000950129-03-004236
826,76321,20031113,0000950129-03-005632
827,76334,20030204,0001021408-03-001520
828,76334,20031031,0001193125-03-070584
829,76605,20030514,0000914760-03-000091
830,76605,20030814,0000914760-03-000178
831,76605,20031113,0000914760-03-000234
832,77159,20030509,0000077159-03-000105
833,77159,20030808,0000077159-03-000121
834,77159,20031107,0000077159-03-000136
835,77281,20030515,0000950116-03-002715
836,77281,20030814,0000950116-03-003582
837,77360,20030512,0001045969-03-001496
838,77360,20030812,0001193125-03-033966
839,77476,20030425,0001193125-03-001976
840,77476,20030725,0001193125-03-023586
841,77543,20030512,0000077543-03-000014
842,77543,20030811,0000077543-03-000032
843,77877,20030508,0000077877-03-000009
844,77877,20031118,0000077877-03-000023
845,78003,20030514,0000078003-03-000050
846,78003,20030813,0000078003-03-000172
847,78003,20031112,0000078003-03-000276
848,78128,20030507,0000950116-03-002487
849,78128,20030808,0000950116-03-003410
850,78128,20031113,0000950116-03-004478
851,78239,20030618,0000078239-03-000015
852,78239,20030917,0000078239-03-000035
853,78239,20031217,0000078239-03-000055
854,78749,20030207,0000950152-03-001315
855,78749,20030808,0000950152-03-007464
856,78749,20031113,0000950152-03-009665
857,78814,20030512,0000078814-03-000011
858,78814,20030811,0000078814-03-000021
859,78814,20031112,0000078814-03-000029
860,78890,20030512,0000078890-03-000021
861,78890,20030814,0001157523-03-004288
862,78890,20031114,0000078890-03-000039
863,79282,20030515,0000079282-03-000031
864,79282,20030813,0000079282-03-000046
865,79282,20031113,0001193125-03-080378
866,79879,20030505,0000950168-03-001605
867,79879,20031103,0001193125-03-071687
868,80035,20030513,0000950152-03-005359
869,80035,20030812,0000950152-03-007551
870,80035,20031110,0000950152-03-009486
871,80172,20030513,0000897101-03-000423
872,80172,20030812,0000897101-03-000956
873,80172,20031110,0000897101-03-001421
874,80420,20030304,0000950129-03-001205
875,80420,20030602,0000950129-03-003016
876,80424,20030129,0000080424-03-000004
877,80424,20030429,0000080424-03-000021
878,80424,20031028,0000080424-03-000167
879,80661,20030512,0000950152-03-005296
880,80661,20030814,0000950152-03-007704
881,80661,20031112,0000950152-03-009597
882,81362,20030515,0000950109-03-003184
883,81362,20030814,0001193125-03-036841
884,81362,20031114,0001193125-03-081254
885,81955,20030515,0000950152-03-005545
886,81955,20030813,0000950152-03-007632
887,81955,20031113,0000950152-03-009696
888,82020,20030512,0000950134-03-007581
889,82020,20030813,0000950134-03-011652
890,82473,20030616,0001104659-03-012381
891,82473,20031212,0001104659-03-028439
892,82811,20030514,0000082811-03-000009
893,82811,20030813,0000082811-03-000025
894,82811,20031112,0000082811-03-000040
895,84129,20030703,0000950136-03-001670
896,84129,20031007,0000950136-03-002509
897,84246,20030430,0001104659-03-007709
898,84246,20030731,0001104659-03-016275
899,84246,20031030,0001104659-03-024226
900,84748,20030502,0001157523-03-001596
901,84748,20030813,0001157523-03-004198
902,84748,20031112,0001157523-03-006538
903,84839,20030502,0000084839-03-000025
904,84839,20031029,0000084839-03-000045
905,85535,20030214,0000085535-03-000002
906,85535,20031112,0001035704-03-000781
907,85961,20030508,0000950144-03-006330
908,85961,20030808,0000950144-03-009577
909,85961,20031107,0000950144-03-012430
910,86115,20030513,0000893220-03-000901
911,86115,20031114,0000893220-03-001938
912,86312,20030515,0000086312-03-000004
913,86312,20031030,0000086312-03-000012
914,87050,20030303,0001144204-03-000837
915,87050,20030606,0001144204-03-003029
916,87050,20030911,0001144204-03-005506
917,87347,20030508,0001193125-03-003786
918,87347,20031106,0001193125-03-074115
919,88000,20030514,0000088000-03-000018
920,88121,20030506,0000088121-03-000003
921,88121,20030808,0000088121-03-000006
922,88205,20030513,0001021408-03-007637
923,88205,20031028,0001193125-03-068007
924,88941,20030611,0001021408-03-008724
925,88941,20030910,0001193125-03-047666
926,88941,20031210,0001193125-03-091968
927,88948,20030211,0000088948-03-000002
928,88948,20030814,0000088948-03-000019
929,88948,20031112,0000088948-03-000036
930,89089,20030509,0000950129-03-002561
931,89089,20030807,0000950129-03-003971
932,89089,20031105,0000950129-03-005336
933,89439,20030429,0000089439-03-000009
934,89439,20030728,0000089439-03-000011
935,89800,20030513,0000950152-03-005349
936,89800,20030814,0000950152-03-007674
937,89800,20031112,0000950152-03-009596
938,90168,20030214,0000950152-03-001902
939,90168,20030520,0000950152-03-005714
940,90498,20030512,0001157523-03-001819
941,90498,20030811,0001157523-03-003959
942,90896,20030113,0000090896-03-000003
943,90896,20030414,0000090896-03-000008
944,90896,20031015,0000950137-03-005177
945,91142,20030501,0000897069-03-000527
946,91142,20030731,0000897069-03-000829
947,91142,20031030,0000897069-03-001287
948,91388,20030312,0000916641-03-000521
949,91388,20030910,0001193125-03-047829
950,91388,20031210,0001193125-03-092188
951,91419,20030313,0000950152-03-002890
952,91419,20030911,0000950152-03-008196
953,91419,20031211,0000950152-03-010262
954,91440,20030509,0000897069-03-000554
955,91440,20030807,0000897069-03-000861
956,91576,20030514,0000950152-03-005470
957,91576,20030812,0000950152-03-007570
958,91576,20031113,0000950152-03-009682
959,91767,20030506,0000950144-03-006159
960,91767,20030805,0000950144-03-009324
961,91767,20031110,0000950144-03-012505
962,91928,20030515,0000091928-03-000009
963,91928,20030814,0001035216-03-000013
964,91928,20031114,0000091928-03-000015
965,92103,20030514,0000827052-03-000066
966,92103,20030813,0000827052-03-000115
967,92103,20031113,0000827052-03-000147
968,92230,20030515,0000092230-03-000037
969,92230,20030813,0000092230-03-000088
970,92230,20031113,0000092230-03-000108
971,92380,20030423,0000092380-03-000005
972,92380,20030722,0000092380-03-000013
973,92380,20031021,0000092380-03-000025
974,93389,20030515,0000909012-03-000378
975,93389,20030814,0000909012-03-000583
976,93389,20031119,0000909012-03-000776
977,93410,20030509,0000950149-03-001091
978,93410,20030812,0000950149-03-001899
979,93410,20031112,0000950149-03-002647
980,93556,20030506,0000950136-03-001093
981,93556,20030812,0000950136-03-001985
982,93676,20030207,0000093676-03-000005
983,93676,20030509,0000093676-03-000011
984,93676,20031107,0000093676-03-000035
985,93751,20030509,0000927016-03-002508
986,93751,20030814,0001193125-03-037254
987,94049,20030514,0000950131-03-002889
988,94049,20030813,0001193125-03-035287
989,94049,20031114,0001193125-03-080432
990,94344,20030512,0000950129-03-002595
991,94344,20031104,0000950129-03-005329
992,94845,20030408,0000950168-03-001231
993,94845,20030708,0000094845-03-000029
994,95029,20030509,0000950123-03-005565
995,95029,20030808,0000950123-03-009123
996,95552,20030513,0000950148-03-001215
997,95552,20031112,0000950148-03-002662
998,95574,20030513,0001021408-03-007606
999,95574,20031030,0001193125-03-069980
1000,95953,20030513,0000095953-03-000008
1001,95953,20030814,0000095953-03-000013
1002,96021,20030210,0000950129-03-000664
1003,96021,20030513,0000950129-03-002659
1004,96021,20031112,0000950129-03-005548
1005,96223,20030512,0000096223-03-000035
1006,96223,20030813,0000096223-03-000094
1007,96223,20031114,0000096223-03-000122
1008,96793,20030213,0000950144-03-001736
1009,96793,20030520,0000931763-03-001704
1010,96793,20031114,0001193125-03-081758
1011,96869,20030515,0000898430-03-002989
1012,96869,20030813,0001193125-03-036191
1013,96869,20031113,0001193125-03-079594
1014,96885,20030214,0000891092-03-000223
1015,96885,20030813,0000891092-03-002130
1016,96885,20031114,0000891092-03-003357
1017,96943,20030513,0000893220-03-000898
1018,96943,20030812,0000893220-03-001397
1019,96943,20031112,0000893220-03-001865
1020,97134,20030512,0001104659-03-009124
1021,97134,20030811,0001104659-03-017468
1022,97134,20031110,0001104659-03-025314
1023,97210,20030514,0000927016-03-002671
1024,97210,20030813,0001193125-03-035907
1025,97210,20031112,0001193125-03-078529
1026,97216,20030515,0000097216-03-000020
1027,97216,20030813,0000097216-03-000048
1028,97216,20031113,0000097216-03-000126
1029,97476,20030425,0001193125-03-002021
1030,97476,20030728,0001193125-03-024778
1031,97476,20031027,0001193125-03-067434
1032,97745,20030508,0000097745-03-000057
1033,97745,20030807,0000097745-03-000137
1034,97745,20031106,0000097745-03-000170
1035,98222,20030121,0000899243-03-000083
1036,98222,20030722,0001193125-03-021998
1037,98222,20031023,0001193125-03-066031
1038,98338,20030106,0000950110-03-000006
1039,98338,20031003,0001072613-03-001600
1040,98362,20030515,0000098362-03-000003
1041,98362,20030814,0000098362-03-000005
1042,98677,20030509,0000098677-03-000007
1043,98677,20030807,0000098677-03-000018
1044,98677,20031107,0000098677-03-000025
1045,99106,20030515,0000099106-03-000017
1046,99106,20030814,0000099106-03-000026
1047,99106,20031113,0000099106-03-000030
1048,99302,20030212,0000950152-03-001621
1049,99302,20030804,0000950152-03-007311
1050,99780,20030508,0000950134-03-007351
1051,99780,20030807,0000950134-03-011059
1052,99780,20031106,0000950134-03-014514
1053,100378,20030214,0000100378-03-000002
1054,100378,20031114,0000100378-03-000047
1055,100493,20030203,0000100493-03-000006
1056,100493,20030513,0000100493-03-000013
1057,100493,20030812,0000100493-03-000032
1058,100517,20030502,0000100517-03-000015
1059,100517,20030801,0000100517-03-000041
1060,100517,20031030,0000100517-03-000075
1061,100716,20030514,0000100716-03-000007
1062,100716,20030814,0000100716-03-000010
1063,100726,20030210,0000950144-03-001426
1064,100726,20030513,0000950144-03-006545
1065,100726,20031112,0000950144-03-012668
1066,100826,20030514,0000100826-03-000016
1067,100826,20030814,0000100826-03-000026
1068,100885,20030515,0000950134-03-008052
1069,100885,20030814,0000950134-03-011750
1070,100885,20031113,0000950134-03-015153
1071,101199,20030512,0000950131-03-002770
1072,101199,20030812,0001193125-03-034455
1073,101382,20030514,0000950131-03-002893
1074,101382,20030813,0001193125-03-035336
1075,101382,20031112,0001193125-03-078060
1076,101594,20030114,0001028269-03-000007
1077,101594,20030520,0001015402-03-002103
1078,101594,20030819,0000101594-03-000020
1079,101778,20030514,0000101778-03-000018
1080,101778,20030813,0001193125-03-036086
1081,101778,20031112,0001193125-03-077786
1082,101829,20030423,0000101829-03-000199
1083,101829,20031020,0000101829-03-000315
1084,101984,20030515,0000950150-03-000626
1085,101984,20030814,0000950150-03-000962
1086,101984,20031114,0000950150-03-001357
1087,102037,20030207,0000916641-03-000153
1088,102037,20030508,0000916641-03-001394
1089,102037,20031114,0001193125-03-081821
1090,102109,20030214,0000102109-03-000001
1091,102109,20030814,0001116354-03-000041
1092,102109,20031114,0001116354-03-000062
1093,102212,20030509,0000893220-03-000858
1094,102212,20031031,0000893220-03-001781
1095,102729,20030509,0001047469-03-017644
1096,102729,20030808,0001047469-03-026773
1097,102729,20031110,0001047469-03-036693
1098,102752,20030430,0000102752-03-000015
1099,102752,20030729,0000102752-03-000020
1100,102752,20031028,0000102752-03-000029
1101,103145,20030513,0001104659-03-009458
1102,103145,20031110,0001104659-03-025364
1103,103379,20030509,0000893220-03-000857
1104,103379,20031107,0000893220-03-001817
1105,103595,20030305,0000103595-03-000002
1106,103595,20030606,0000103595-03-000007
1107,103595,20031203,0000103595-03-000016
1108,103730,20030515,0000922423-03-000476
1109,103730,20030814,0000922423-03-000948
1110,103730,20031114,0000922423-03-001263
1111,103872,20030317,0001169232-03-002123
1112,103872,20030616,0001169232-03-004216
1113,104169,20030609,0000104169-03-000007
1114,104169,20030910,0000104169-03-000017
1115,104169,20031211,0000104169-03-000021
1116,104889,20030514,0000928385-03-001556
1117,104889,20031104,0001193125-03-072185
1118,104894,20030514,0000928385-03-001584
1119,104894,20031113,0001193125-03-080322
1120,104918,20030513,0000891020-03-001533
1121,104918,20030812,0000891020-03-002117
1122,104918,20031110,0000891020-03-002630
1123,105016,20030515,0001021408-03-007942
1124,105016,20030814,0001193125-03-037984
1125,105016,20031114,0001193125-03-081555
